gene_symbol,chromosome,clinical_significance,disease,inheritance_pattern,allele_frequency
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011232528
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.005275313
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.037640688
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000192962
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.000172381
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.044324857
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004347663
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.08559339
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.006373599
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000661999
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.182773181
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.007102241
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.018825812
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.041807111
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.043520726
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001350163
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.011297095
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.002920957
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001551968
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.026089677
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.007080289
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000965101
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.023456449
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006316021
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000326374
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.001669382
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.040362853
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002886376
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001193726
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,germline,0.001259257
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.03774251
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000765662
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00464412
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.001872872
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.109199682
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003035667
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.002791924
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001848264
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003282981
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.034285277
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.004436617
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004618012
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.009612924
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,0.001552165
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.077106372
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.003576159
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005373917
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.016662579
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.076578633
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.024246253
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.005663182
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.044847259
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.015515651
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.047567003
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.052757189
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.013391247
HEXA,chr15,Benign,Tay-Sachs Disease,unknown,1.09e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.063045608
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002504085
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001299061
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.005522319
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.022086426
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.024256126
DMD,chrX,Pathogenic,Primary Dilated Cardiomyopathy,germline,0.017975903
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00245072
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000931492
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.050507778
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000384302
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001664141
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.041769677
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007641814
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.036393907
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.085080989
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.017745891
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.019851413
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000290065
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.021973809
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.01883868
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003148333
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.030842393
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000758557
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.030589259
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,9.48e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.084898917
DMD,chrX,Uncertain,Dilated Cardiomyopathy 3B,germline,0.000278196
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.001735562
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.01518962
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.023860746
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.002674398
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.001054471
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.049267687
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.012437149
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.002734505
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000695548
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00051545
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005628077
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001227686
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000444001
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004275442
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.01346202
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008423764
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.015523733
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.002554918
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00085516
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.065577206
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.012863152
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.128895903
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,8.34e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.082061403
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.013177925
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.021195159
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007839026
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.008983365
CFTR,chr7,Pathogenic,Bronchiectasis With Or Without Elevated Sweat Chloride 1,germline,0.011320869
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.007000111
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012795679
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000267145
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.006622578
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007013554
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.079622172
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.01998831
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.008116181
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.052887991
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.003103862
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.013832241
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.008395001
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027099849
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.009168177
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006220184
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.004630892
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.033894168
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000208078
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.015501643
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.031551072
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003222599
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,1.37e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.05631416
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001272327
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.057680926
CFTR,chr7,Uncertain,Cystic Fibrosis,unknown,0.001342608
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004351116
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.02503163
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007646957
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,6.32e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.045395777
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.071837378
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.029510554
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.007761673
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,1.27e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.1028639
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.014154144
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.004459365
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000599933
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.028779989
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.006932096
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.024018452
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004621139
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.018623353
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000387127
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.011232925
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.034926328
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,9.87e-06
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000509626
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,4.18e-07
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000743168
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.19730722
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.072042665
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00043733
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.011121143
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.019859969
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008825643
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.039579539
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.024272478
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.05414743
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.014042568
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.072438804
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,4.97e-05
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.001268563
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00794342
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.021289338
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.00525381
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,9.12e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.049003488
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003628834
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002780972
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,2.83e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003960063
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.084645763
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.004801345
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.07179936
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.053601897
HEXA,chr15,Benign,Tay-Sachs Disease,germline,2.93e-05
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.047597623
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.032925205
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.138709798
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.122695589
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000166159
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.003613497
DMD,chrX,Benign,Cardiovascular Phenotype,germline,0.125746195
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.002398876
HEXA,chr15,Pathogenic,"Tay-Sachs Disease, B1 Variant",germline,0.000163483
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000303896
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000491075
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.033725363
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.024725071
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,0.010234527
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.014335775
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.020230953
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008244584
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.055078707
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.085199407
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.071092238
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006447466
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.003566158
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.002369464
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.019164349
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008998535
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000177515
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000163362
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.013499087
DMD,chrX,Benign,Becker Muscular Dystrophy,germline,0.019520993
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.042149018
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005454476
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.031261534
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.050286603
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.059643614
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008701618
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.016462904
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.004010254
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.077103131
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.009718932
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.010312354
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.03102943
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.11522562
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.108964997
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007132969
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.086694472
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.037469149
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.048989718
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005498163
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.023571186
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.020839452
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,0.000384151
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001429655
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.014832691
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007195507
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.00289644
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.012065552
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,germline,0.004888165
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000545001
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.021688673
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.024181142
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.007004377
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004148904
CFTR,chr7,Uncertain,Cystic Fibrosis,unknown,0.046287799
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.023354834
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.020909506
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004301461
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006174723
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.074952939
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000379365
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.009028713
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.005153244
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,3.2e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.037163554
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.157165792
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000687097
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.011522541
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000102207
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001700285
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000549162
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.048881639
CFTR,chr7,Benign,Cystic Fibrosis,germline,3.92e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.088320661
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.044375208
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002311443
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.070251791
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,8.49e-06
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.010237219
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.007381255
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003342859
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003980965
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.063287526
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000788979
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.086570614
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.149013607
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.009175606
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.038174993
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.001470463
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,6.73e-07
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.004969922
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001056593
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000152756
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001369317
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008606735
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.02988325
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.086954085
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.005771515
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000407728
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.015596559
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.010270433
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000990686
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.038117952
DMD,chrX,Benign,Cardiovascular Phenotype,germline,0.000561726
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.030134747
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.051999093
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003340423
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.033041732
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.01519688
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.005078839
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008414015
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.013860651
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,7.21e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.014939781
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.049809563
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.010209945
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.00326455
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.089404577
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.01518827
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.040706114
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.005405456
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00024732
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.019507423
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.013257989
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.05027396
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.070815542
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.002626953
CFTR,chr7,Uncertain,Bronchiectasis With Or Without Elevated Sweat Chloride 1,germline,0.007523723
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.064074186
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00041669
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000800343
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000914831
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.022698179
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.009342931
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.129611776
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.040943205
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001397395
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027927601
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001485375
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.044250915
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.019400756
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001421277
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000301708
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.046876241
